No.,Time,Absolute_Time,Source,Destination,Protocol,Length,Info
8616,80.266329,2024-08-15 00:10:20.266,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2710931 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8617,80.266334,2024-08-15 00:10:20.266,104.21.55.70,10.8.15.133,TCP,478,"80  >  49785 [PSH, ACK] Seq=2712391 Ack=610 Win=64240 Len=424 [TCP PDU reassembled in 8659]"
8618,80.266945,2024-08-15 00:10:20.266,10.8.15.133,104.21.55.70,TCP,54,49785  >  80 [ACK] Seq=610 Ack=2712815 Win=64240 Len=0
8619,80.266955,2024-08-15 00:10:20.266,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2712815 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8620,80.266961,2024-08-15 00:10:20.266,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2714275 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8621,80.266963,2024-08-15 00:10:20.266,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2715735 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8622,80.266964,2024-08-15 00:10:20.266,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2717195 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8623,80.26698,2024-08-15 00:10:20.266,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2718655 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8624,80.266999,2024-08-15 00:10:20.266,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2720115 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8625,80.267002,2024-08-15 00:10:20.267,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2721575 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8626,80.267004,2024-08-15 00:10:20.267,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2723035 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8627,80.267005,2024-08-15 00:10:20.267,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2724495 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8628,80.267006,2024-08-15 00:10:20.267,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2725955 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8629,80.267007,2024-08-15 00:10:20.267,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2727415 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8630,80.267009,2024-08-15 00:10:20.267,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2728875 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8631,80.267011,2024-08-15 00:10:20.267,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2730335 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8632,80.267012,2024-08-15 00:10:20.267,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2731795 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8633,80.267014,2024-08-15 00:10:20.267,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2733255 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8634,80.267015,2024-08-15 00:10:20.267,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2734715 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8635,80.267022,2024-08-15 00:10:20.267,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2736175 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8636,80.267025,2024-08-15 00:10:20.267,104.21.55.70,10.8.15.133,TCP,1150,"80  >  49785 [PSH, ACK] Seq=2737635 Ack=610 Win=64240 Len=1096 [TCP PDU reassembled in 8659]"
8637,80.267647,2024-08-15 00:10:20.267,10.8.15.133,104.21.55.70,TCP,54,49785  >  80 [ACK] Seq=610 Ack=2738731 Win=64240 Len=0
8638,80.26806,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2738731 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8639,80.268063,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2740191 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8640,80.268064,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2741651 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8641,80.268065,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2743111 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8642,80.268068,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2744571 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8643,80.268074,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2746031 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8644,80.268077,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2747491 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8645,80.268078,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2748951 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8646,80.268079,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2750411 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8647,80.26808,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2751871 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8648,80.268082,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2753331 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8649,80.268084,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2754791 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8650,80.268089,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2756251 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8651,80.268092,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2757711 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8652,80.268092,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2759171 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8653,80.268093,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2760631 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8654,80.268095,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2762091 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8655,80.268102,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2763551 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8656,80.268104,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2765011 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8657,80.268105,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2766471 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8658,80.268105,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,TCP,1514,80  >  49785 [ACK] Seq=2767931 Ack=610 Win=64240 Len=1460 [TCP PDU reassembled in 8659]
8659,80.268107,2024-08-15 00:10:20.268,104.21.55.70,10.8.15.133,HTTP,105,HTTP/1.1 200 OK 
8660,80.268645,2024-08-15 00:10:20.268,10.8.15.133,104.21.55.70,TCP,54,49785  >  80 [ACK] Seq=610 Ack=2769442 Win=64240 Len=0
8661,80.411134,2024-08-15 00:10:20.411,10.8.15.133,10.8.15.4,DNS,94,Standard query 0x4b9e A app-edge.smartscreen.microsoft.com
8662,80.411443,2024-08-15 00:10:20.411,10.8.15.133,10.8.15.4,DNS,94,Standard query 0xfe78 HTTPS app-edge.smartscreen.microsoft.com
8663,80.890516,2024-08-15 00:10:20.890,10.8.15.133,20.42.72.131,TLSv1.3,315,Application Data
8664,80.890602,2024-08-15 00:10:20.890,10.8.15.133,20.42.72.131,TCP,1514,49781  >  443 [ACK] Seq=46368 Ack=8471 Win=63931 Len=1460 [TCP PDU reassembled in 8669]
8665,80.890606,2024-08-15 00:10:20.890,10.8.15.133,20.42.72.131,TCP,1514,49781  >  443 [ACK] Seq=47828 Ack=8471 Win=63931 Len=1460 [TCP PDU reassembled in 8669]
8666,80.890608,2024-08-15 00:10:20.890,10.8.15.133,20.42.72.131,TCP,1514,49781  >  443 [ACK] Seq=49288 Ack=8471 Win=63931 Len=1460 [TCP PDU reassembled in 8669]
8667,80.890609,2024-08-15 00:10:20.890,10.8.15.133,20.42.72.131,TCP,1514,49781  >  443 [ACK] Seq=50748 Ack=8471 Win=63931 Len=1460 [TCP PDU reassembled in 8669]
8668,80.890609,2024-08-15 00:10:20.890,10.8.15.133,20.42.72.131,TCP,1514,49781  >  443 [ACK] Seq=52208 Ack=8471 Win=63931 Len=1460 [TCP PDU reassembled in 8669]
8669,80.89061,2024-08-15 00:10:20.890,10.8.15.133,20.42.72.131,TLSv1.3,962,Application Data
8670,80.890718,2024-08-15 00:10:20.890,20.42.72.131,10.8.15.133,TCP,54,443  >  49781 [ACK] Seq=8471 Ack=46368 Win=64240 Len=0
8671,80.890818,2024-08-15 00:10:20.890,20.42.72.131,10.8.15.133,TCP,54,443  >  49781 [ACK] Seq=8471 Ack=47828 Win=64240 Len=0
8672,80.89088,2024-08-15 00:10:20.890,20.42.72.131,10.8.15.133,TCP,54,443  >  49781 [ACK] Seq=8471 Ack=49288 Win=64240 Len=0
8673,80.890939,2024-08-15 00:10:20.890,20.42.72.131,10.8.15.133,TCP,54,443  >  49781 [ACK] Seq=8471 Ack=50748 Win=64240 Len=0
8674,80.89104,2024-08-15 00:10:20.891,20.42.72.131,10.8.15.133,TCP,54,443  >  49781 [ACK] Seq=8471 Ack=52208 Win=64240 Len=0
8675,80.891099,2024-08-15 00:10:20.891,20.42.72.131,10.8.15.133,TCP,54,443  >  49781 [ACK] Seq=8471 Ack=53668 Win=64240 Len=0
8676,80.891197,2024-08-15 00:10:20.891,20.42.72.131,10.8.15.133,TCP,54,443  >  49781 [ACK] Seq=8471 Ack=54576 Win=64240 Len=0
8677,81.199485,2024-08-15 00:10:21.199,20.42.72.131,10.8.15.133,TLSv1.3,364,Application Data
8678,81.242343,2024-08-15 00:10:21.242,10.8.15.133,20.42.72.131,TCP,54,49781  >  443 [ACK] Seq=54576 Ack=8781 Win=63621 Len=0
8679,81.399081,2024-08-15 00:10:21.399,10.8.15.133,23.220.103.18,QUIC,441,"Protected Payload (KP0), DCID=07320bfde400482a"
8680,81.399336,2024-08-15 00:10:21.399,10.8.15.133,204.79.197.203,TLSv1.3,335,Application Data
8681,81.399461,2024-08-15 00:10:21.399,204.79.197.203,10.8.15.133,TCP,54,443  >  49783 [ACK] Seq=7032 Ack=3990 Win=64240 Len=0
8682,81.427708,2024-08-15 00:10:21.427,10.8.15.133,10.8.15.4,DNS,94,Standard query 0x96a0 A app-edge.smartscreen.microsoft.com
8683,81.428735,2024-08-15 00:10:21.428,10.8.15.133,10.8.15.4,DNS,94,Standard query 0x2055 HTTPS app-edge.smartscreen.microsoft.com
8684,81.43978,2024-08-15 00:10:21.439,23.220.103.18,10.8.15.133,QUIC,69,Protected Payload (KP0)
8685,81.47529,2024-08-15 00:10:21.475,10.8.15.133,23.220.103.18,QUIC,74,"Protected Payload (KP0), DCID=07320bfde400482a"
8686,81.485795,2024-08-15 00:10:21.485,23.220.103.18,10.8.15.133,QUIC,416,Protected Payload (KP0)
8687,81.485801,2024-08-15 00:10:21.485,23.220.103.18,10.8.15.133,QUIC,210,Protected Payload (KP0)
8688,81.485803,2024-08-15 00:10:21.485,23.220.103.18,10.8.15.133,QUIC,64,Protected Payload (KP0)
8689,81.486425,2024-08-15 00:10:21.486,10.8.15.133,23.220.103.18,QUIC,77,"Protected Payload (KP0), DCID=07320bfde400482a"
8690,81.487867,2024-08-15 00:10:21.487,10.8.15.133,23.220.103.18,QUIC,83,"Protected Payload (KP0), DCID=07320bfde400482a"
8691,81.489362,2024-08-15 00:10:21.489,10.8.15.133,23.220.103.18,QUIC,178,"Protected Payload (KP0), DCID=07320bfde400482a"
8692,81.520754,2024-08-15 00:10:21.520,204.79.197.203,10.8.15.133,TLSv1.3,195,Application Data
8693,81.530277,2024-08-15 00:10:21.530,23.220.103.18,10.8.15.133,QUIC,65,Protected Payload (KP0)
8694,81.530281,2024-08-15 00:10:21.530,23.220.103.18,10.8.15.133,QUIC,69,Protected Payload (KP0)
8695,81.567434,2024-08-15 00:10:21.567,10.8.15.133,204.79.197.203,TCP,54,49783  >  443 [ACK] Seq=3990 Ack=7173 Win=63149 Len=0
8696,81.567596,2024-08-15 00:10:21.567,10.8.15.133,23.220.103.18,QUIC,74,"Protected Payload (KP0), DCID=07320bfde400482a"
8697,81.590788,2024-08-15 00:10:21.590,23.220.103.18,10.8.15.133,QUIC,241,Protected Payload (KP0)
8698,81.590794,2024-08-15 00:10:21.590,23.220.103.18,10.8.15.133,QUIC,63,Protected Payload (KP0)
8699,81.591425,2024-08-15 00:10:21.591,10.8.15.133,23.220.103.18,QUIC,77,"Protected Payload (KP0), DCID=07320bfde400482a"
8700,81.640119,2024-08-15 00:10:21.640,23.220.103.18,10.8.15.133,QUIC,66,Protected Payload (KP0)
8701,83.461681,2024-08-15 00:10:23.461,10.8.15.133,10.8.15.4,DNS,94,Standard query 0x2eaa A app-edge.smartscreen.microsoft.com
8702,83.875807,2024-08-15 00:10:23.875,10.8.15.133,20.42.72.131,TLSv1.3,316,Application Data
8703,83.875902,2024-08-15 00:10:23.875,10.8.15.133,20.42.72.131,TCP,1514,49781  >  443 [ACK] Seq=54838 Ack=8781 Win=63621 Len=1460 [TCP PDU reassembled in 8709]
8704,83.875906,2024-08-15 00:10:23.875,10.8.15.133,20.42.72.131,TCP,1514,49781  >  443 [ACK] Seq=56298 Ack=8781 Win=63621 Len=1460 [TCP PDU reassembled in 8709]
8705,83.875907,2024-08-15 00:10:23.875,10.8.15.133,20.42.72.131,TCP,1514,49781  >  443 [ACK] Seq=57758 Ack=8781 Win=63621 Len=1460 [TCP PDU reassembled in 8709]
8706,83.875908,2024-08-15 00:10:23.875,10.8.15.133,20.42.72.131,TCP,1514,49781  >  443 [ACK] Seq=59218 Ack=8781 Win=63621 Len=1460 [TCP PDU reassembled in 8709]
8707,83.875909,2024-08-15 00:10:23.875,10.8.15.133,20.42.72.131,TCP,1514,49781  >  443 [ACK] Seq=60678 Ack=8781 Win=63621 Len=1460 [TCP PDU reassembled in 8709]
8708,83.87591,2024-08-15 00:10:23.875,10.8.15.133,20.42.72.131,TCP,1514,49781  >  443 [ACK] Seq=62138 Ack=8781 Win=63621 Len=1460 [TCP PDU reassembled in 8709]
8709,83.875911,2024-08-15 00:10:23.875,10.8.15.133,20.42.72.131,TLSv1.3,405,Application Data
8710,83.876066,2024-08-15 00:10:23.876,20.42.72.131,10.8.15.133,TCP,54,443  >  49781 [ACK] Seq=8781 Ack=54838 Win=64240 Len=0
8711,83.876221,2024-08-15 00:10:23.876,20.42.72.131,10.8.15.133,TCP,54,443  >  49781 [ACK] Seq=8781 Ack=56298 Win=64240 Len=0
8712,83.876369,2024-08-15 00:10:23.876,20.42.72.131,10.8.15.133,TCP,54,443  >  49781 [ACK] Seq=8781 Ack=57758 Win=64240 Len=0
8713,83.876467,2024-08-15 00:10:23.876,20.42.72.131,10.8.15.133,TCP,54,443  >  49781 [ACK] Seq=8781 Ack=59218 Win=64240 Len=0
8714,83.876522,2024-08-15 00:10:23.876,20.42.72.131,10.8.15.133,TCP,54,443  >  49781 [ACK] Seq=8781 Ack=60678 Win=64240 Len=0
8715,83.876577,2024-08-15 00:10:23.876,20.42.72.131,10.8.15.133,TCP,54,443  >  49781 [ACK] Seq=8781 Ack=62138 Win=64240 Len=0
8716,83.876633,2024-08-15 00:10:23.876,20.42.72.131,10.8.15.133,TCP,54,443  >  49781 [ACK] Seq=8781 Ack=63598 Win=64240 Len=0
8717,83.876687,2024-08-15 00:10:23.876,20.42.72.131,10.8.15.133,TCP,54,443  >  49781 [ACK] Seq=8781 Ack=63949 Win=64240 Len=0
8718,84.463305,2024-08-15 00:10:24.463,10.8.15.133,10.8.15.4,DNS,94,Standard query 0x2eaa A app-edge.smartscreen.microsoft.com
8719,84.512059,2024-08-15 00:10:24.512,10.8.15.4,10.8.15.133,DNS,213,Standard query response 0x2eaa A app-edge.smartscreen.microsoft.com CNAME prod-atm-wds-apprep.trafficmanager.net CNAME prod-agic-wu-3.westus.cloudapp.azure.com A 104.40.82.182
8720,84.51306,2024-08-15 00:10:24.513,10.8.15.133,104.40.82.182,TCP,66,49787  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
8721,84.611728,2024-08-15 00:10:24.611,104.40.82.182,10.8.15.133,TCP,58,"443  >  49787 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
8722,84.61201,2024-08-15 00:10:24.612,10.8.15.133,104.40.82.182,TCP,54,49787  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0
8723,84.612682,2024-08-15 00:10:24.612,10.8.15.133,104.40.82.182,TCP,1514,49787  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=1460 [TCP PDU reassembled in 8724]
8724,84.612687,2024-08-15 00:10:24.612,10.8.15.133,104.40.82.182,TLSv1.3,370,Client Hello (SNI=app-edge.smartscreen.microsoft.com)
8725,84.612903,2024-08-15 00:10:24.612,104.40.82.182,10.8.15.133,TCP,54,443  >  49787 [ACK] Seq=1 Ack=1461 Win=64240 Len=0
8726,84.612959,2024-08-15 00:10:24.612,104.40.82.182,10.8.15.133,TCP,54,443  >  49787 [ACK] Seq=1 Ack=1777 Win=64240 Len=0
8727,84.672664,2024-08-15 00:10:24.672,20.42.72.131,10.8.15.133,TLSv1.3,364,Application Data
8728,84.717874,2024-08-15 00:10:24.717,10.8.15.133,20.42.72.131,TCP,54,49781  >  443 [ACK] Seq=63949 Ack=9091 Win=63311 Len=0
8729,84.762234,2024-08-15 00:10:24.762,104.40.82.182,10.8.15.133,TLSv1.3,1514,"Server Hello, Change Cipher Spec, Application Data"
8730,84.76224,2024-08-15 00:10:24.762,104.40.82.182,10.8.15.133,TCP,1322,"443  >  49787 [PSH, ACK] Seq=1461 Ack=1777 Win=64240 Len=1268 [TCP PDU reassembled in 8734]"
8731,84.762515,2024-08-15 00:10:24.762,10.8.15.133,104.40.82.182,TCP,54,49787  >  443 [ACK] Seq=1777 Ack=2729 Win=64240 Len=0
8732,84.771886,2024-08-15 00:10:24.771,104.40.82.182,10.8.15.133,TCP,1514,443  >  49787 [ACK] Seq=2729 Ack=1777 Win=64240 Len=1460 [TCP PDU reassembled in 8734]
8733,84.771892,2024-08-15 00:10:24.771,104.40.82.182,10.8.15.133,TCP,1514,443  >  49787 [ACK] Seq=4189 Ack=1777 Win=64240 Len=1460 [TCP PDU reassembled in 8734]
8734,84.771894,2024-08-15 00:10:24.771,104.40.82.182,10.8.15.133,TLSv1.3,766,"Application Data, Application Data, Application Data"
8735,84.77219,2024-08-15 00:10:24.772,10.8.15.133,104.40.82.182,TCP,54,49787  >  443 [ACK] Seq=1777 Ack=6361 Win=64240 Len=0
8736,84.77473,2024-08-15 00:10:24.774,10.8.15.133,104.40.82.182,TLSv1.3,134,"Change Cipher Spec, Application Data"
8737,84.774929,2024-08-15 00:10:24.774,104.40.82.182,10.8.15.133,TCP,54,443  >  49787 [ACK] Seq=6361 Ack=1857 Win=64240 Len=0
8738,84.774975,2024-08-15 00:10:24.774,10.8.15.133,104.40.82.182,TLSv1.3,146,Application Data
8739,84.775068,2024-08-15 00:10:24.775,104.40.82.182,10.8.15.133,TCP,54,443  >  49787 [ACK] Seq=6361 Ack=1949 Win=64240 Len=0
8740,84.775311,2024-08-15 00:10:24.775,10.8.15.133,104.40.82.182,TLSv1.3,485,Application Data
8741,84.77541,2024-08-15 00:10:24.775,10.8.15.133,104.40.82.182,TCP,1514,49787  >  443 [ACK] Seq=2380 Ack=6361 Win=64240 Len=1460 [TCP PDU reassembled in 8742]
8742,84.775414,2024-08-15 00:10:24.775,10.8.15.133,104.40.82.182,TLSv1.3,303,Application Data
8743,84.775427,2024-08-15 00:10:24.775,104.40.82.182,10.8.15.133,TCP,54,443  >  49787 [ACK] Seq=6361 Ack=2380 Win=64240 Len=0
8744,84.775571,2024-08-15 00:10:24.775,104.40.82.182,10.8.15.133,TCP,54,443  >  49787 [ACK] Seq=6361 Ack=3840 Win=64240 Len=0
8745,84.775608,2024-08-15 00:10:24.775,104.40.82.182,10.8.15.133,TCP,54,443  >  49787 [ACK] Seq=6361 Ack=4089 Win=64240 Len=0
8746,84.851989,2024-08-15 00:10:24.851,104.40.82.182,10.8.15.133,TLSv1.3,744,"Application Data, Application Data, Application Data"
8747,84.852552,2024-08-15 00:10:24.852,10.8.15.133,104.40.82.182,TLSv1.3,85,Application Data
8748,84.852736,2024-08-15 00:10:24.852,104.40.82.182,10.8.15.133,TCP,54,443  >  49787 [ACK] Seq=7051 Ack=4120 Win=64240 Len=0
8749,84.950672,2024-08-15 00:10:24.950,104.40.82.182,10.8.15.133,TLSv1.3,1224,Application Data
8750,85.005089,2024-08-15 00:10:25.005,10.8.15.133,104.40.82.182,TCP,54,49787  >  443 [ACK] Seq=4120 Ack=8221 Win=64240 Len=0
8751,85.233486,2024-08-15 00:10:25.233,10.8.15.133,10.8.15.4,DNS,130,Standard query 0xaa13 SRV _ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.lafontainebleu.org
8752,85.233799,2024-08-15 00:10:25.233,10.8.15.4,10.8.15.133,DNS,200,Standard query response 0xaa13 SRV _ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.lafontainebleu.org SRV 0 100 389 win-jegjix7q9rs.lafontainebleu.org A 10.8.15.4
8753,85.234519,2024-08-15 00:10:25.234,10.8.15.133,10.8.15.4,CLDAP,273,"searchRequest(20) ""<ROOT>"" baseObject "
8754,85.234844,2024-08-15 00:10:25.234,10.8.15.4,10.8.15.133,CLDAP,248,"searchResEntry(20) ""<ROOT>"" searchResDone(20) success  [1 result]"
8755,85.357479,2024-08-15 00:10:25.357,10.8.15.133,10.8.15.4,TCP,66,49788  >  135 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
8756,85.357742,2024-08-15 00:10:25.357,10.8.15.4,10.8.15.133,TCP,66,"135  >  49788 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
8757,85.357945,2024-08-15 00:10:25.357,10.8.15.133,10.8.15.4,TCP,54,49788  >  135 [ACK] Seq=1 Ack=1 Win=262656 Len=0
8758,85.359051,2024-08-15 00:10:25.359,10.8.15.133,10.8.15.4,DCERPC,214,"Bind: call_id: 2, Fragment: Single, 3 context items: EPMv4 V3.0 (32bit NDR), EPMv4 V3.0 (64bit NDR), EPMv4 V3.0 (6cb71c2c-9812-4540-0300-000000000000)"
8759,85.359258,2024-08-15 00:10:25.359,10.8.15.4,10.8.15.133,DCERPC,162,"Bind_ack: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 3 results: Provider rejection, Acceptance, Negotiate ACK"
8760,85.359544,2024-08-15 00:10:25.359,10.8.15.133,10.8.15.4,EPM,222,"Map request, DRSUAPI, 32bit NDR"
8761,85.359869,2024-08-15 00:10:25.359,10.8.15.4,10.8.15.133,EPM,322,"Map response, DRSUAPI, 32bit NDR, DRSUAPI, 32bit NDR"
8762,85.361504,2024-08-15 00:10:25.361,10.8.15.133,10.8.15.4,TCP,66,49789  >  49669 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
8763,85.361673,2024-08-15 00:10:25.361,10.8.15.4,10.8.15.133,TCP,66,"49669  >  49789 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
8764,85.361873,2024-08-15 00:10:25.361,10.8.15.133,10.8.15.4,TCP,54,49789  >  49669 [ACK] Seq=1 Ack=1 Win=262656 Len=0
8765,85.362527,2024-08-15 00:10:25.362,10.8.15.133,10.8.15.4,TCP,1514,49789  >  49669 [ACK] Seq=1 Ack=1 Win=262656 Len=1460 [TCP PDU reassembled in 8766]
8766,85.362531,2024-08-15 00:10:25.362,10.8.15.133,10.8.15.4,DCERPC,858,"Bind: call_id: 2, Fragment: Single, 3 context items: DRSUAPI V4.0 (32bit NDR), DRSUAPI V4.0 (64bit NDR), DRSUAPI V4.0 (6cb71c2c-9812-4540-0300-000000000000)"
8767,85.362697,2024-08-15 00:10:25.362,10.8.15.4,10.8.15.133,TCP,54,49669  >  49789 [ACK] Seq=1 Ack=2265 Win=2097920 Len=0
8768,85.363451,2024-08-15 00:10:25.363,10.8.15.4,10.8.15.133,DCERPC,338,"Bind_ack: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 3 results: Provider rejection, Acceptance, Negotiate ACK"
8769,85.36387,2024-08-15 00:10:25.363,10.8.15.133,10.8.15.4,DCERPC,274,"Alter_context: call_id: 2, Fragment: Single, 1 context items: DRSUAPI V4.0 (64bit NDR)"
8770,85.364213,2024-08-15 00:10:25.364,10.8.15.4,10.8.15.133,DCERPC,159,"Alter_context_resp: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 1 results: Acceptance"
8771,85.366263,2024-08-15 00:10:25.366,10.8.15.133,10.8.15.4,DRSUAPI,322,DsBind request
8772,85.366531,2024-08-15 00:10:25.366,10.8.15.4,10.8.15.133,DRSUAPI,258,DsBind response
8773,85.366943,2024-08-15 00:10:25.366,10.8.15.133,10.8.15.4,DRSUAPI,338,DsCrackNames request
8774,85.367292,2024-08-15 00:10:25.367,10.8.15.4,10.8.15.133,DRSUAPI,450,DsCrackNames response
8775,85.367537,2024-08-15 00:10:25.367,10.8.15.133,10.8.15.4,DRSUAPI,194,DsUnbind request
8776,85.367725,2024-08-15 00:10:25.367,10.8.15.4,10.8.15.133,DRSUAPI,194,DsUnbind response
8777,85.368856,2024-08-15 00:10:25.368,10.8.15.133,10.8.15.4,EPM,222,"Map request, DRSUAPI, 32bit NDR"
